title,description,source,date
Justin Trudeau Is Stepping Down: What Comes Next?,"The Canadian prime minister will not leave office until the next leader of his party is chosen, which could take several months.",nytimes.com,2024-12-20T23:01:57Z
John Ivison: Carney’s ‘commerce-first’ foreign policy spares no care for atrocities,The Carney government cannot follow its conscience on Sudan because that would take it in a different direction from its trade policy.,nationalpost.com,2025-11-25T22:41:30.000000Z
Tasha Kheiriddin: Did Carney really ditch Canada's feminist foreign policy?,"Carney’s position is like being half-pregnant — unless he fully and clearly repudiates Trudeau’s legacy, it will continue to haunt us",nationalpost.com,2025-11-25T19:25:24.000000Z
John Ivison: Why Canada can’t back Trump’s peace plan for Ukraine,"Mark Carney and his European and Japanese counterparts agreed the plan was unacceptable, but there were tensions about how to respond.",nationalpost.com,2025-11-24T21:12:38.000000Z
Kelly McParland: Carney buries Trudeau's 'feminist foreign policy',But a lot of the old prime minister's legacy persists,nationalpost.com,2025-11-24T17:39:13.000000Z
Carney and Modi agree to renew Canada-India free trade talks,Canada and India will renew discussions on a bilateral free trade agreements between the two nations.,nationalpost.com,2025-11-23T21:19:46.000000Z
'Nostalgia is not a strategy': Carney urges global unity at U.S.-snubbed G20 summit,"At the G20, Mark Carney warned of a global 'rupture; driven by rising protectionism, geopolitical rivalry and shifting economic power.",nationalpost.com,2025-11-23T18:54:43.000000Z
Carney says 'centre of gravity' is changing as G-20 proceeds without the U.S.,Mark Carney touted global progress without U.S. involvement at the G-20 summit in South Africa.,nationalpost.com,2025-11-23T16:16:51.000000Z
"Letters: Come on Carney, don't be coy about pipelines","Readers have their say on the potential new pipeline to northwest B.C., billionaire 'benefactors,' Canadians' short memories, and more",nationalpost.com,2025-11-23T10:30:12.000000Z
Why Chinese EVs keep haunting Liberal prime ministers,Mark Carney has inherited Justin Trudeau’s nightmare.,nationalpost.com,2025-11-21T17:09:45.000000Z
Kelly McParland: Swedish jet offer is about more than just planes,Should Carney opt for the Swedish jet it would confirm Canada's determination to make its own choices.,nationalpost.com,2025-11-19T11:00:20.000000Z
Tom Flanagan: Louis Riel's leadership was ruinous for the Métis,"And yet, Prime Minister Mark Carney celebrates him",nationalpost.com,2025-11-18T18:38:43.000000Z
Terry Newman: Carney should mend relations with the U.S. before cozying up to China,Carney and Xi will no doubt be able to find 'common ground.' That doesn't mean they should,nationalpost.com,2025-11-18T11:00:07.000000Z
John Ivison: Rising prices are hitting both Trump and Carney where it hurts,Trump has had to lower tariffs on groceries. The problem for Ottawa is that prices have risen even more quickly in Canada than in the U.S.,nationalpost.com,2025-11-17T20:57:26.000000Z
"Richard Ciano: Mr. Carney, investors don't see 'rule of law' in Canada — they see chaos","The PM claims the U.S. is unpredictable, yet Canada's greatest infrastructure challenge remains its own internal borders",nationalpost.com,2025-11-17T16:41:20.000000Z
"'Right now, I’m a no,' Green Party leader Elizabeth May says ahead of budget vote",Prime Minister Mark Carney needs two votes to support the budget or four opposition members to abstain in order to avoid another election.,nationalpost.com,2025-11-16T20:14:38.000000Z
Conrad Black: Conservative MPs leaving Poilievre shame themselves,Carney has not provided optimism that his term will be a success,nationalpost.com,2025-11-15T11:00:32.000000Z
Fiscal watchdog accuses Ottawa of exaggerating investment spending,Ottawa’s fiscal watchdog called out the Carney government Friday for using an “overly expansive” definition of investments that shifts about $94-billion i...,nationalpost.com,2025-11-14T19:21:18.000000Z
John Ivison: Another round of major projects from Carney that don’t live up to the billing,Evidence from the second tranche of mining and infrastructure ventures is that considerations other than economic payback were prioritized.,nationalpost.com,2025-11-13T22:30:15.000000Z
"Carney bets on more critical minerals mining, electricity and liquified natural gas in latest batch of major projects",Carney noted that Canada has the fourth-largest natural gas reserves in the world.,nationalpost.com,2025-11-13T20:37:50.000000Z
"Mark Carney shoots blanks, again: Full Comment podcast","Tasha Kheiriddin and Stuart Thomson discuss Carney's big-spending, big-government, Trudeau-style budget",nationalpost.com,2025-11-10T14:55:17.000000Z
"Families of Canadian Oct. 7 victims urge Carney to lead global effort to dismantle Hamas, hold Iran accountable","Families of Canadians killed by Hamas on Oct. 7, 2023, want Canada to lead a global campaign to take down Hamas and investigate Iran.",nationalpost.com,2025-11-09T17:31:49.000000Z
Conrad Black: Carney squanders all his goodwill on bloated budget,Canada needs aggressive reform. This barely scratches the surface,nationalpost.com,2025-11-08T11:00:05.000000Z
Carney says it's 'wrong' to say emissions cap is preventing major energy projects,Prime Minister Mark Carney swept aside criticism of the federal emissions cap and environmental assessment regime on Friday.,nationalpost.com,2025-11-07T21:39:49.000000Z
Royce Koop: The 'Red Tory' excuse for d’Entremont floor crossing is bogus,What did Carney promise him for his defection?,nationalpost.com,2025-11-07T14:40:54.000000Z
Terry Glavin: China couldn't be more pleased to have Carney as prime minister,And now we're all supposed to forget about everything we've had to put up with,nationalpost.com,2025-11-06T22:30:17.000000Z
"After towering deficit and focus on competition, finance minister says he's just getting started",Finance Minister François-Philippe Champagne indicated Thursday that the Carney government is just getting started.,nationalpost.com,2025-11-06T19:37:08.000000Z
Here's what the floor-crossing MP said about Carney less than two months ago,"He turned his back on Canadians and betrayed them to advance his own personal ambitions, says Conservative media relations director",nationalpost.com,2025-11-05T20:15:18.000000Z
Bank of Canada planning to axe over 200 jobs as Carney trims government spending,The Bank of Canada will make about 225 job cuts in the months ahead as part of Prime Minister Carney's plan to reduce government expenses.,nationalpost.com,2025-11-05T18:52:47.000000Z
Jesse Kline: Carney trolls Canada with claim buyers want 'low carbon' oil,Budget 2025 is another Liberal exercise in central planning,nationalpost.com,2025-11-05T11:00:18.000000Z
Trudeau or Carney: Ottawa still thinks it knows best,The budget says some good things about productivity and growth but in the end Ottawa continues to decide what's favoured and what's not,nationalpost.com,2025-11-04T22:00:26.000000Z
FIRST READING: Comparing how Pierre Poilievre and Mark Carney talk to young people,"If we're thrown into a December election, voters under 30 are likely to decide the outcome.",nationalpost.com,2025-11-03T14:44:03.000000Z
'I don't know what'll happen': Young Canadians anxiously await federal budget after Carney warns of 'sacrifices',"For many students across Canada, affordability is top of mind when it comes to the federal budget set to be tabled next week.",nationalpost.com,2025-11-03T09:00:37.000000Z
"Resolving Canada-China tariffs not a 'this for that' situation, will take time: Mark Carney",Mark Carney warned that immediate action on Chinese tariffs on Canadian imports result from an initial meeting with president Xi Jinping.,nationalpost.com,2025-11-02T16:00:40.000000Z
"Mark Carney says he apologized to Donald Trump over Ontario anti-tariff ad, asked Doug Ford not to air it",Mark Carney said he apologized to Donald Trump for the Ontario ad opposing U.S. tariffs that and that he asked Premier Doug Ford to kill it.,nationalpost.com,2025-11-02T15:33:41.000000Z
Conrad Black: The Carney honeymoon is ending in shambles,The debacle over the Ronald Reagan ad shows the prime minister isn't fit,nationalpost.com,2025-11-01T10:00:48.000000Z
'A turning point': Carney 'very pleased' after Canada's first formal meeting with China in eight years,China and Canada have gone through multiple strains in recent years that have affected bilateral flows of commerce.,nationalpost.com,2025-10-31T14:13:35.000000Z
John Ivison: Watch for Carney to deliver a ‘draconian’ budget by stealth,"The idea that the Liberals might take a hatchet to their treasured social programs seems counterintuitive, but that's where the savings are.",nationalpost.com,2025-10-30T10:00:45.000000Z
"Jesse Kline: Carney proves he wasn't the man to take on Trump, after all","After six month of failed negotiations, PM finally admits we must fend for ourselves",nationalpost.com,2025-10-29T10:15:32.000000Z
John Ivison: Canadians can’t wait much longer for Carney to accomplish something,"Carney’s calm demeanour over Trump's disruptions risks being interpreted as arrogance, or worse, indifference",nationalpost.com,2025-10-28T19:00:47.000000Z
Poilievre says Carney 'approved' Ontario's anti-tariff ad that Trump said ended trade talks,Opposition Conservative Leader Pierre Poilievre said on Tuesday that Prime Minister Mark Carney,nationalpost.com,2025-10-28T17:12:24.000000Z
"Manitoba Premier Kinew asks PM Carney for sentencing, parole overhaul - Winnipeg",Manitoba Premier Wab Kinew says the release of a man who killed two women,globalnews.ca,2025-11-25T22:38:45.000000Z
Carney says ‘who cares’ comment on Trump talks was ‘poor choice of words’ - National,Conservative Leader Pierre Poilievre hammered the prime minister over his comment during question period in the House of Commons Tuesday.,globalnews.ca,2025-11-25T21:50:11.000000Z
"It’s unacceptable B.C. has been cut out of pipeline talks, Premier Eby tells Mark Carney","For a project he says 'doesn't actually exist,' there was a lot British Columbia Premier David Eby had to say about a potential pipeline from Alberta to B.C.'s ...",globalnews.ca,2025-11-25T02:11:01.000000Z
"Carney, Modi agree to revive comprehensive trade deal talks - National",Canadian and Indian prime ministers Mark Carney and Narendra Modi have agreed to work towards a new comprehensive economic partnership agreement.,globalnews.ca,2025-11-23T21:17:16.000000Z
